"ID","Component","Status","Summary","AllLabels","OS","Opened","OpenedTimestamp","CVE","Security_Severity","MergedInto"
"386988","Internals","Fixed","Full chain exploit + sandbox escape: Array.concat -> extension install -> download exec","Deadline-Exceeded, Merge-na, Nag, OS-All, Pri-1, Security_Impact-None, Security_Severity-Critical, Type-Bug-Security, allpublic, reward-30000","All","Jun 20, 2014 10:21:47","1403259707","","Critical",""
"388762","Internals>Aura","Fixed","Use-after-free in content::LegacyRenderWidgetHostHWND::UpdateParent","Clusterfuzz, Hotlist-SyzyASAN, M-38, Merge-na, OS-Windows, Pri-1, ReleaseBlock-Beta, Security_Impact-Head, Security_Severity-Critical, Type-Bug-Security, allpublic","Windows","Jun 25, 2014 15:33:38","1403710418","","Critical",""
"393221","","Fixed","Heap-use-after-free in net::IOBuffer::data","Clusterfuzz, M-38, Merge-na, OS-All, Pri-1, ReleaseBlock-Beta, Security_Impact-Head, Security_Severity-Critical, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jul 11, 2014 15:24:45","1405092285","","Critical",""
"395410","Services>Sync","Fixed","Heap-use-after-free in syncer::SyncBackupManager::Init","Clusterfuzz, External-Fuzzer-Contribution, M-37, Merge-merged-2062, OS-All, Pri-1, ReleaseBlock-Stable, Reward-1000, Security_Impact-Beta, Security_Severity-Critical, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Jul 20, 2014 00:15:10","1405815310","","Critical",""
"414118","","Verified","Heap-use-after-free in content::ServiceWorkerControlleeRequestHandler::DidLookupRegistrationForMai","Clusterfuzz, Merge-na, OS-All, Pri-0, Security_Impact-Head, Security_Severity-Critical, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Sep 14, 2014 20:48:50","1410727730","","Critical",""
"414124","Internals>Network>SSL","Fixed","Security: TLS handshake and certificate signature forgery is possible using Bleichenbacher’s Low-Exponent Attack due to faulty ASN.1 length decoding","M-37, M-38, Merge-Merged, Pri-0, Release-1-M37, Security_Impact-Stable, Security_Severity-Critical, Type-Bug-Security, allpublic, reward-5000","","Sep 14, 2014 22:25:07","1410733507","","Critical",""
"416449","","Fixed","Chrome exploit: V8 properties + P2PHostMsg_Send","CVE-2014-3188, M-38, Merge-na, OS-All, Pri-0, ReleaseBlock-Stable, Security_Impact-Beta, Security_Severity-Critical, Type-Bug-Security, allpublic, reward-27634","All","Sep 22, 2014 14:03:14","1411394594","2014-3188","Critical",""
"441834","Services>Chromoting","Fixed","Chromoting host must call CloseClipboard() with anonymous access token","M-40, Merge-merged-2214, OS-Windows, Pri-0, Release-0-M40, Security_Impact-Stable, Security_Severity-Critical, Type-Bug-Security, allpublic","Windows","Dec 12, 2014 18:33:56","1418409236","","Critical",""
"444717","UI>Browser>Navigation","Fixed","Invalid RenderFrameHost pointer is passed to WebNavigationTabObserver::DidOpenRequestedURL in test WebNavigationApiTest.CrossProcess","M-40, M-41, Merge-na, OS-All, Pri-0, ReleaseBlock-Stable, Security_Impact-Beta, Security_Severity-Critical, Type-Bug-Security, allpublic, wip","All","Dec 22, 2014 23:52:47","1419292367","","Critical",""
"460145","","Fixed","Unsafe %GeneratorFuntion% intrinsic cannot be denied","M-41, Release-0-M41, Security_Impact-Stable, Security_Severity-Critical, Type-Bug-Security, allpublic, merge-merged-2272","","Feb 19, 2015 18:54:03","1424372043","","Critical",""
"465557","","Fixed","Security: Browser-process out-of-bounds write of up to 7 bytes in BoringSSL ssl3_read_n.","Hotlist-Merge-Approved, M-41, Merge-Merged-2311, OS-Android, OS-Mac, OS-Windows, Pri-1, Release-0-M41, Security_Impact-Stable, Security_Severity-Critical, Type-Bug-Security, allpublic, merge-merged-2272","Android, Mac, Windows","Mar 09, 2015 23:39:01","1425944341","","Critical",""
"484270","Internals>Network>SSL","Fixed","Security: Heap overflow in CertificateResourceHandler","M-43, Merge-merged-2357, Pri-0, Release-0-M43, Security_Impact-Stable, Security_Severity-Critical, Type-Bug-Security, allpublic","","May 04, 2015 17:38:32","1430761112","","Critical",""
"499279","Blink>WebMIDI","Verified","Web MIDI performance crashes chrome canary","M-43, M-44, Merge-Merged-2403, Merge-merged-2357, OS-Windows, Pri-0, Release-4-M43, Security_Impact-Stable, Security_Severity-Critical, Stability-Crash, Team-Security-UX, Type-Bug-Security, Via-Wizard, allpublic, reward-2000, reward-inprocess","Windows","Jun 11, 2015 12:38:56","1434026336","","Critical",""
"529489","Internals>Network>SSL","Verified","Security: Tracking bug for upstream NSS issues","Hotlist-Merge-Approved, Hotlist-Merge-Review, M-46, Merge-merged-47, Nag, OS-Chrome, OS-Linux, OS-iOS, Pri-0, ReleaseBlock-Stable, Security_Impact-Stable, Security_Severity-Critical, Type-Bug-Security, VerifyIn-50, allpublic, merge-merged-46, merge-merged-release-R46-7390.B, merge-merged-release-R47-7520.B","Chrome, Linux, iOS","Sep 08, 2015 22:45:49","1441752349","","Critical",""
"558589","Blink>Storage>AppCache","Fixed","Security: AppCacheUpdateJob UaF","CVE-2015-6765, Hotlist-Merge-Approved, M-47, M-48, Merge-merged-2564, OS-All, Pri-0, Release-0-M47, Security_Impact-Stable, Security_Severity-Critical, Type-Bug-Security, allpublic, merge-merged-2526, reward-10000","All","Nov 19, 2015 20:17:46","1447964266","2015-6765","Critical",""
"564501","Internals>Media","Fixed","Security: UAF in MidiHost (Sandbox escape)","M-48, Merge-merged-2564, OS-Chrome, OS-Linux, OS-Mac, Pri-0, Release-2-M47, Security_Impact-Stable, Security_Severity-Critical, Type-Bug-Security, allpublic, merge-merged-2526","Chrome, Linux, Mac","Dec 02, 2015 09:08:07","1449047287","","Critical",""
"568433","Blink>Storage>IndexedDB","Fixed","Heap-use-after-free in content::IndexedDBBackingStore::Transaction::ChainedBlobWriterImpl::ReportWriteC","Clusterfuzz, External-Fuzzer-Contribution, Hotlist-Merge-Approved, M-49, Merge-merged-2564, OS-Windows, Pri-1, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-Critical, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, reward-5500, reward-inprocess, reward_to-therealholden_at_gmail.com","Windows","Dec 10, 2015 06:52:13","1449730333","","Critical",""
"576383","Internals>Media","Fixed","Security: UaF in MidiHost round 2 (JS -> Browser code execution)","M-48, Merge-merged-2564, OS-Linux, Pri-0, Release-0-M48, ReleaseBlock-Stable, Security_Impact-Stable, Security_Severity-Critical, Type-Bug-Security, allpublic","Linux","Jan 11, 2016 20:55:47","1452545747","","Critical",""
"589186","Internals>Network>Cache","Fixed","Security: use after free in memory-only disk cache","M-49, Merge-Merged-2623, OS-All, Pri-0, Release-0-M49, Security_Impact-Stable, Security_Severity-Critical, Type-Bug-Security, allpublic","All","Feb 23, 2016 19:51:18","1456257078","","Critical",""
"595834","Internals>GPU>ANGLE","Fixed","pwn2own 2016: full chain","OS-Windows, Pri-0, Security_Impact-Stable, Security_Severity-Critical, Type-Bug, allpublic","Windows","Mar 17, 2016 19:45:47","1458243947","","Critical",""
"648971","OS>Systems>Network","Fixed","Chrome OS exploit: c-ares OOB write + dump_vpd_log > symlink","Deadline-Exceeded, M-54, OS-Chrome, Pri-2, Security_Impact-None, Security_Severity-Critical, Type-Bug-Security, VerifyIn-58, allpublic, reward-100000, reward-inprocess","Chrome","Sep 21, 2016 14:37:05","1474468625","","Critical",""
"649040","OS>Systems>Network","Fixed","Security: ChromeOS 1 byte write overflow in c-ares","Hotlist-Merge-Approved, M-53, OS-Chrome, Pri-0, Security_Impact-Stable, Security_Severity-Critical, Type-Bug-Security, VerifyIn-57, VerifyIn-58, allpublic, merge-merged-release-R53-8530.B, merge-merged-release-R54-8743.B","Chrome","Sep 21, 2016 17:46:37","1474479997","","Critical",""
"654179","Internals>Media>Capture","Duplicate","Heap-use-after-free in content::VideoCaptureManager::StopCaptureForClient","Clusterfuzz, M-55, OS-Linux, Pri-0, ReleaseBlock-Beta, Reproducible, Security_Impact-Head, Security_Severity-Critical, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Linux","Oct 08, 2016 06:59:36","1475909976","","Critical","654199"
"654199","Internals>Media>Capture","Verified","Heap-use-after-free in content::VideoCaptureController::RemoveClient","ClusterFuzz-Verified, Clusterfuzz, M-55, OS-Linux, Pri-0, Reproducible, Security_Impact-Head, Security_Severity-Critical, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-2883","Linux","Oct 08, 2016 12:58:51","1475931531","","Critical",""
"656334","Internals>Cast","Duplicate","Heap-use-after-free in delegate","ClusterFuzz-Verified, Clusterfuzz, M-55, OS-Linux, Pri-0, ReleaseBlock-Beta, Reproducible, Security_Impact-Beta, Security_Severity-Critical, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Linux","Oct 15, 2016 18:58:41","1476557921","","Critical","655686"
"657862","Blink>Storage>IndexedDB","Fixed","Heap-use-after-free in base::debug::TaskAnnotator::RunTask","Clusterfuzz, M-56, OS-Linux, Pri-0, Reproducible, Security_Impact-Head, Security_Severity-Critical, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Linux","Oct 20, 2016 15:59:39","1476979179","","Critical",""
"657919","","Duplicate","Heap-use-after-free in instance","Clusterfuzz, M-55, OS-Linux, Pri-0, ReleaseBlock-Stable, Reproducible, Security_Impact-Beta, Security_Severity-Critical, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Linux","Oct 20, 2016 18:01:48","1476986508","","Critical","657862"
"659474","Blink>JavaScript","Fixed","Pwn2own meta bug","M-54, Merge-Rejected-55, OS-All, OS-Android, Pri-0, Security_Impact-Stable, Security_Severity-Critical, Type-Bug-Security, allpublic","All, Android","Oct 26, 2016 05:19:14","1477459154","","Critical",""
"659489","UI>Browser>Navigation","Fixed","Pwn2Own: content: scheme allows cross-origin info leaks","M-54, Merge-Rejected-55, OS-Android, OS-iOS, Pri-0, Security_Impact-Stable, Security_Severity-Critical, Type-Bug-Security, allpublic","Android, iOS","Oct 26, 2016 06:48:53","1477464533","","Critical",""
"659492","UI>Browser>Navigation","Fixed","Android content: scheme allows cross-origin data exfiltration","CVE-2016-5196, M-54, M-55, OS-Android, Pri-1, Release-2-M54, Security_Impact-Stable, Security_Severity-Critical, Type-Bug-Security, allpublic, merge-merged-2840, merge-merged-2883","Android","Oct 26, 2016 06:55:01","1477464901","2016-5196","Critical",""
"664551","","Fixed","Pwnfest 2016 meta bug","Hotlist-Merge-Rejected, M-55, OS-Android, Pri-0, Security_Impact-Stable, Security_Severity-Critical, Type-Bug-Security, allpublic","Android","Nov 11, 2016 17:37:35","1478885855","","Critical",""
"670240","Internals>Network>DataUse","Fixed","Heap-use-after-free in data_use_measurement::ChromeDataUseAscriber::ReadyToCommitMainFrameNavigation","Clusterfuzz, M-57, OS-Linux, Pri-0, Reproducible, Security_Impact-Beta, Security_Severity-Critical, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Linux","Dec 01, 2016 11:02:02","1480590122","","Critical",""
"675178","UI>Browser>Passwords","Fixed","Heap-use-after-free in password_manager::FormFetcherImpl::OnGetPasswordStoreResults","Clusterfuzz, FoundIn-M-57, Fracas, M-57, OS-All, Pri-0, Reproducible, Security_Impact-Head, Security_Severity-Critical, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Dec 16, 2016 21:44:00","1481924640","","Critical",""
"6062","Blink","Fixed","Chrome: Crash Report - Stack Signature: WebCore::GIFImageDecoder::haveDecodedRow","Crash-2.0.156.1, Crash-2.0.157.1, Mstone-2.0, OS-All, Pri-1, Restrict-AddIssueComment-Commit, Security, Security_Impact-Stable, Security_Severity-High, Stability-Crash, Type-Bug-Security, allpublic, bulkmove, stable","All","Jan 07, 2009 00:00:08","1231286408","","High",""
"6264","","Fixed","Security bug: something very wrong with same-origin checks","Area-MISC, OS-All, Pri-1, Restrict-AddIssueComment-Commit, Security, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, reward-topanel","All","Jan 12, 2009 00:05:32","1231718732","","High",""
"6869","Blink","Verified","SVG support is crashy in 2.0.157.2","Crash-2.0.166.1, Crash-2.0.168.0, Crash-2.0.169.0, Crash-2.0.169.1, Crash-2.0.170.0, Mstone-2.1, OS-All, Pri-1, Restrict-AddIssueComment-Commit, Security, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Jan 22, 2009 19:36:50","1232653010","","High",""
"7338","Internals","Fixed","30x redirects silently honored in response to CONNECT","OS-All, Pri-1, Restrict-AddIssueComment-Commit, Security, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, reward-topanel","All","Feb 03, 2009 09:05:11","1233651911","","High",""
"8198","Internals, UI>Internationalization","Fixed","Need to upgrade ICU in third_party","M-4, OS-All, Pri-1, Restrict-AddIssueComment-EditIssue, Security, Security_Impact-Stable, Security_Severity-High, TaskForce-Fixit, Type-Bug-Security, allpublic, bulkmove","All","Feb 27, 2009 17:46:05","1235756765","","High",""
"8757","Blink","Fixed","Cross-origin XMLHttpRequest is always allowed","Mstone-2.0, OS-All, Pri-1, Restrict-AddIssueComment-Commit, Security, Security_Impact-None, Security_Severity-High, Type-Bug-Security, allpublic","All","Mar 13, 2009 15:20:55","1236957655","","High",""
"9019","Blink","Fixed","zdi-can-464: malformed svglist parsing code execution","OS-All, Pri-0, Restrict-AddIssueComment-Commit, Security, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, reward-topanel","All","Mar 19, 2009 23:43:41","1237506221","","High",""
"9303","Blink","Fixed","Security: possible use-after-free in OpenTypeUtilities.cpp","OS-All, Pri-0, Restrict-AddIssueComment-Commit, Security, Security_Impact-None, Security_Severity-High, Type-Bug-Security, allpublic","All","Mar 25, 2009 20:44:51","1238013891","","High",""
"9860","Internals","Verified","ChromeHTML URI handler vulnerability","OS-All, Pri-1, Restrict-AddIssueComment-Commit, Security, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, reward-topanel","All","Apr 08, 2009 10:32:19","1239186739","","High",""
"10736","","Verified","SkMask::computeImageSize() integer overflow","Area-MISC, BTW, Mstone-2.0, OS-All, Pri-0, Restrict-AddIssueComment-Commit, Security, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Apr 19, 2009 19:40:58","1240170058","","High",""
"10869","Internals","Fixed","Buffer overflow in browser process while de-serializing SkBitmap  (heap overwrite)","OS-All, Pri-0, Restrict-AddIssueComment-Commit, Security, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Apr 23, 2009 01:17:23","1240449443","","High",""
"10957","Blink","Verified","UXSS sharing window.external among frames","Mstone-2.0, OS-All, Pri-1, Restrict-AddIssueComment-Commit, Security, Security_Impact-None, Security_Severity-High, Type-Bug-Security, allpublic","All","Apr 24, 2009 06:53:28","1240556008","","High",""
"11739","","Verified","V8Proxy::ToNativeObjectImpl  ASSERT(MaybeDOMWrapper(object));","Area-MISC, OS-All, Pri-0, Restrict-AddIssueComment-Commit, Security, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","May 11, 2009 14:16:14","1242051374","","High",""
"11934","","Fixed","Crash: Alert box in event listeners","Area-BrowserUI, M-3, OS-All, Pri-0, Restrict-AddIssueComment-EditIssue, Security, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, reward-topanel","All","May 14, 2009 02:04:25","1242266665","","High",""
"14211","","Verified","Reproducible browser crash when quickly scrolling wide page horizontally","Area-MISC, OS-Mac, Pri-1, Restrict-AddIssueComment-Commit, Security, Security_Impact-None, Security_Severity-High, Size-Medium, Stability-Crash, Type-Bug-Security, allpublic, bulkmove","Mac","Jun 16, 2009 21:03:10","1245186190","","High",""
"14719","Blink","Fixed","Security: possible memory corruption in v8 regex execution engine","OS-All, Pri-0, Restrict-AddIssueComment-Commit, Security, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, javascript","All","Jun 19, 2009 16:44:48","1245429888","","High",""
"16535","","Fixed","Security: terminate busy loops on page transitions","Area-MISC, M-5, OS-All, Pri-3, Restrict-AddIssueComment-EditIssue, Security, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, reward-topanel","All","Jul 11, 2009 17:32:10","1247333530","","High",""
"18639","","Fixed","Crash [@ 0xffffffff]","Area-MISC, OS-All, Pri-0, Restrict-AddIssueComment-Commit, Security, Security-High, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, reward-topanel","All","Aug 06, 2009 16:43:37","1249577017","","High",""
